State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
NV,Nevada,2017,May,12 month-ending,Cocaine (T40.5),58,100,0,*Likely underreported due to incomplete data
NV,Nevada,2015,January,12 month-ending,Heroin (T40.1),68,100,0.0044210619,
NV,Nevada,2015,February,12 month-ending,Heroin (T40.1),67,100,0.0044193035,
NV,Nevada,2015,March,12 month-ending,Heroin (T40.1),71,100,0.0043876969,
NV,Nevada,2015,April,12 month-ending,Heroin (T40.1),74,100,0.0043618599,
NV,Nevada,2015,May,12 month-ending,Heroin (T40.1),77,100,0.0043414084,
NV,Nevada,2015,June,12 month-ending,Heroin (T40.1),84,100,0.004305149,
NV,Nevada,2015,July,12 month-ending,Heroin (T40.1),83,100,0.0043001505,
NV,Nevada,2015,August,12 month-ending,Heroin (T40.1),88,100,0.0042826552,
NV,Nevada,2015,September,12 month-ending,Heroin (T40.1),88,100,0.0042808219,
NV,Nevada,2015,October,12 month-ending,Heroin (T40.1),94,100,0.0042749658,
NV,Nevada,2015,November,12 month-ending,Heroin (T40.1),91,100,0.004254233,
NV,Nevada,2015,December,12 month-ending,Heroin (T40.1),91,100,0.0042288662,
NV,Nevada,2016,January,12 month-ending,Heroin (T40.1),90,100,0.0042423214,
NV,Nevada,2016,February,12 month-ending,Heroin (T40.1),94,100,0.0041883062,
NV,Nevada,2016,March,12 month-ending,Heroin (T40.1),93,100,0.0041734485,
NV,Nevada,2016,April,12 month-ending,Heroin (T40.1),92,100,0,
NV,Nevada,2016,May,12 month-ending,Heroin (T40.1),92,100,0,
NV,Nevada,2016,June,12 month-ending,Heroin (T40.1),92,100,0,
NV,Nevada,2016,July,12 month-ending,Heroin (T40.1),97,100,0,
NV,Nevada,2016,August,12 month-ending,Heroin (T40.1),97,100,0,
NV,Nevada,2016,September,12 month-ending,Heroin (T40.1),96,100,0,
NV,Nevada,2016,October,12 month-ending,Heroin (T40.1),93,100,0,
NV,Nevada,2016,November,12 month-ending,Heroin (T40.1),96,100,0,
NV,Nevada,2016,December,12 month-ending,Heroin (T40.1),92,100,0,
NV,Nevada,2017,January,12 month-ending,Heroin (T40.1),103,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,February,12 month-ending,Heroin (T40.1),99,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,March,12 month-ending,Heroin (T40.1),101,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,April,12 month-ending,Heroin (T40.1),100,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,May,12 month-ending,Heroin (T40.1),100,100,0,*Likely underreported due to incomplete data
NV,Nevada,2015,January,12 month-ending,Methadone (T40.3),64,100,0.0044210619,
NV,Nevada,2015,February,12 month-ending,Methadone (T40.3),58,100,0.0044193035,
NV,Nevada,2015,March,12 month-ending,Methadone (T40.3),59,100,0.0043876969,
NV,Nevada,2015,April,12 month-ending,Methadone (T40.3),56,100,0.0043618599,
NV,Nevada,2015,May,12 month-ending,Methadone (T40.3),57,100,0.0043414084,
NV,Nevada,2015,June,12 month-ending,Methadone (T40.3),57,100,0.004305149,
NV,Nevada,2015,July,12 month-ending,Methadone (T40.3),59,100,0.0043001505,
NV,Nevada,2015,August,12 month-ending,Methadone (T40.3),57,100,0.0042826552,
NV,Nevada,2015,September,12 month-ending,Methadone (T40.3),57,100,0.0042808219,
NV,Nevada,2015,October,12 month-ending,Methadone (T40.3),56,100,0.0042749658,
NV,Nevada,2015,November,12 month-ending,Methadone (T40.3),57,100,0.004254233,
NV,Nevada,2015,December,12 month-ending,Methadone (T40.3),59,100,0.0042288662,
NV,Nevada,2016,January,12 month-ending,Methadone (T40.3),57,100,0.0042423214,
NV,Nevada,2016,February,12 month-ending,Methadone (T40.3),57,100,0.0041883062,
NV,Nevada,2016,March,12 month-ending,Methadone (T40.3),53,100,0.0041734485,
NV,Nevada,2016,April,12 month-ending,Methadone (T40.3),57,100,0,
NV,Nevada,2016,May,12 month-ending,Methadone (T40.3),54,100,0,
NV,Nevada,2016,June,12 month-ending,Methadone (T40.3),58,100,0,
NV,Nevada,2016,July,12 month-ending,Methadone (T40.3),59,100,0,
NV,Nevada,2016,August,12 month-ending,Methadone (T40.3),62,100,0,
NV,Nevada,2016,September,12 month-ending,Methadone (T40.3),64,100,0,
NV,Nevada,2016,October,12 month-ending,Methadone (T40.3),60,100,0,
NV,Nevada,2016,November,12 month-ending,Methadone (T40.3),58,100,0,
NV,Nevada,2016,December,12 month-ending,Methadone (T40.3),54,100,0,
NV,Nevada,2017,January,12 month-ending,Methadone (T40.3),57,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,February,12 month-ending,Methadone (T40.3),56,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,March,12 month-ending,Methadone (T40.3),59,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,April,12 month-ending,Methadone (T40.3),56,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,May,12 month-ending,Methadone (T40.3),52,100,0,*Likely underreported due to incomplete data
NV,Nevada,2015,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),231,100,0.0044210619,
NV,Nevada,2015,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),224,100,0.0044193035,
NV,Nevada,2015,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),226,100,0.0043876969,
NV,Nevada,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),230,100,0.0043618599,
NV,Nevada,2015,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),236,100,0.0043414084,
NV,Nevada,2015,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),242,100,0.004305149,
NV,Nevada,2015,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),237,100,0.0043001505,
NV,Nevada,2015,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),247,100,0.0042826552,
NV,Nevada,2015,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),246,100,0.0042808219,
NV,Nevada,2015,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),250,100,0.0042749658,
NV,Nevada,2015,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),254,100,0.004254233,
NV,Nevada,2015,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),271,100,0.0042288662,
NV,Nevada,2016,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),272,100,0.0042423214,
NV,Nevada,2016,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),277,100,0.0041883062,
NV,Nevada,2016,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),279,100,0.0041734485,
NV,Nevada,2016,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),278,100,0,
NV,Nevada,2016,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),265,100,0,
NV,Nevada,2016,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),266,100,0,
NV,Nevada,2016,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),271,100,0,
NV,Nevada,2016,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),269,100,0,
NV,Nevada,2016,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),264,100,0,
NV,Nevada,2016,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),265,100,0,
NV,Nevada,2016,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),253,100,0,
NV,Nevada,2016,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),240,100,0,
NV,Nevada,2017,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),231,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),220,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),223,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),222,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),225,100,0,*Likely underreported due to incomplete data
NV,Nevada,2015,January,12 month-ending,Number of Deaths,"22,619",100,0.0044210619,
NV,Nevada,2015,February,12 month-ending,Number of Deaths,"22,628",100,0.0044193035,
NV,Nevada,2015,March,12 month-ending,Number of Deaths,"22,791",100,0.0043876969,
NV,Nevada,2015,April,12 month-ending,Number of Deaths,"22,926",100,0.0043618599,
NV,Nevada,2015,May,12 month-ending,Number of Deaths,"23,034",100,0.0043414084,
NV,Nevada,2015,June,12 month-ending,Number of Deaths,"23,228",100,0.004305149,
NV,Nevada,2015,July,12 month-ending,Number of Deaths,"23,255",100,0.0043001505,
NV,Nevada,2015,August,12 month-ending,Number of Deaths,"23,350",100,0.0042826552,
NV,Nevada,2015,September,12 month-ending,Number of Deaths,"23,360",100,0.0042808219,
NV,Nevada,2015,October,12 month-ending,Number of Deaths,"23,392",100,0.0042749658,
NV,Nevada,2015,November,12 month-ending,Number of Deaths,"23,506",100,0.004254233,
NV,Nevada,2015,December,12 month-ending,Number of Deaths,"23,647",100,0.0042288662,
NV,Nevada,2016,January,12 month-ending,Number of Deaths,"23,572",100,0.0042423214,
NV,Nevada,2016,February,12 month-ending,Number of Deaths,"23,876",100,0.0041883062,
NV,Nevada,2016,March,12 month-ending,Number of Deaths,"23,961",100,0.0041734485,
NV,Nevada,2016,April,12 month-ending,Number of Deaths,"24,140",100,0,
NV,Nevada,2016,May,12 month-ending,Number of Deaths,"24,131",100,0,
NV,Nevada,2016,June,12 month-ending,Number of Deaths,"24,153",100,0,
NV,Nevada,2016,July,12 month-ending,Number of Deaths,"24,268",100,0,
NV,Nevada,2016,August,12 month-ending,Number of Deaths,"24,451",100,0,
NV,Nevada,2016,September,12 month-ending,Number of Deaths,"24,602",100,0,
NV,Nevada,2016,October,12 month-ending,Number of Deaths,"24,669",100,0,
NV,Nevada,2016,November,12 month-ending,Number of Deaths,"24,589",100,0,
NV,Nevada,2016,December,12 month-ending,Number of Deaths,"24,692",100,0,
NV,Nevada,2017,January,12 month-ending,Number of Deaths,"24,998",100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,February,12 month-ending,Number of Deaths,"24,902",100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,March,12 month-ending,Number of Deaths,"24,937",100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,April,12 month-ending,Number of Deaths,"24,975",100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,May,12 month-ending,Number of Deaths,"25,198",100,0,*Likely underreported due to incomplete data
NV,Nevada,2015,January,12 month-ending,Number of Drug Overdose Deaths,578,100,0.0044210619,
NV,Nevada,2015,February,12 month-ending,Number of Drug Overdose Deaths,576,100,0.0044193035,
NV,Nevada,2015,March,12 month-ending,Number of Drug Overdose Deaths,579,100,0.0043876969,
NV,Nevada,2015,April,12 month-ending,Number of Drug Overdose Deaths,584,100,0.0043618599,
NV,Nevada,2015,May,12 month-ending,Number of Drug Overdose Deaths,598,100,0.0043414084,
NV,Nevada,2015,June,12 month-ending,Number of Drug Overdose Deaths,619,100,0.004305149,
NV,Nevada,2015,July,12 month-ending,Number of Drug Overdose Deaths,616,100,0.0043001505,
NV,Nevada,2015,August,12 month-ending,Number of Drug Overdose Deaths,632,100,0.0042826552,
NV,Nevada,2015,September,12 month-ending,Number of Drug Overdose Deaths,633,100,0.0042808219,
NV,Nevada,2015,October,12 month-ending,Number of Drug Overdose Deaths,628,100,0.0042749658,
NV,Nevada,2015,November,12 month-ending,Number of Drug Overdose Deaths,634,100,0.004254233,
NV,Nevada,2015,December,12 month-ending,Number of Drug Overdose Deaths,665,100,0.0042288662,
NV,Nevada,2016,January,12 month-ending,Number of Drug Overdose Deaths,669,100,0.0042423214,
NV,Nevada,2016,February,12 month-ending,Number of Drug Overdose Deaths,685,100,0.0041883062,
NV,Nevada,2016,March,12 month-ending,Number of Drug Overdose Deaths,689,100,0.0041734485,
NV,Nevada,2016,April,12 month-ending,Number of Drug Overdose Deaths,683,100,0,
NV,Nevada,2016,May,12 month-ending,Number of Drug Overdose Deaths,679,100,0,
NV,Nevada,2016,June,12 month-ending,Number of Drug Overdose Deaths,691,100,0,
NV,Nevada,2016,July,12 month-ending,Number of Drug Overdose Deaths,723,100,0,
NV,Nevada,2016,August,12 month-ending,Number of Drug Overdose Deaths,732,100,0,
NV,Nevada,2016,September,12 month-ending,Number of Drug Overdose Deaths,731,100,0,
NV,Nevada,2016,October,12 month-ending,Number of Drug Overdose Deaths,739,100,0,
NV,Nevada,2016,November,12 month-ending,Number of Drug Overdose Deaths,729,100,0,
NV,Nevada,2016,December,12 month-ending,Number of Drug Overdose Deaths,707,100,0,
NV,Nevada,2017,January,12 month-ending,Number of Drug Overdose Deaths,705,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,February,12 month-ending,Number of Drug Overdose Deaths,697,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,March,12 month-ending,Number of Drug Overdose Deaths,705,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,April,12 month-ending,Number of Drug Overdose Deaths,711,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,May,12 month-ending,Number of Drug Overdose Deaths,726,100,0,*Likely underreported due to incomplete data
NV,Nevada,2015,January,12 month-ending,Percent with drugs specified,95.8477508651,100,0.0044210619,
NV,Nevada,2015,February,12 month-ending,Percent with drugs specified,95.1388888889,100,0.0044193035,
NV,Nevada,2015,March,12 month-ending,Percent with drugs specified,94.9913644214,100,0.0043876969,
NV,Nevada,2015,April,12 month-ending,Percent with drugs specified,95.2054794521,100,0.0043618599,
NV,Nevada,2015,May,12 month-ending,Percent with drugs specified,95.3177257525,100,0.0043414084,
NV,Nevada,2015,June,12 month-ending,Percent with drugs specified,95.4765751212,100,0.004305149,
NV,Nevada,2015,July,12 month-ending,Percent with drugs specified,95.4545454545,100,0.0043001505,
NV,Nevada,2015,August,12 month-ending,Percent with drugs specified,96.0443037975,100,0.0042826552,
NV,Nevada,2015,September,12 month-ending,Percent with drugs specified,96.2085308057,100,0.0042808219,
NV,Nevada,2015,October,12 month-ending,Percent with drugs specified,96.4968152866,100,0.0042749658,
NV,Nevada,2015,November,12 month-ending,Percent with drugs specified,96.3722397476,100,0.004254233,
NV,Nevada,2015,December,12 month-ending,Percent with drugs specified,96.0902255639,100,0.0042288662,
NV,Nevada,2016,January,12 month-ending,Percent with drugs specified,96.2630792227,100,0.0042423214,
NV,Nevada,2016,February,12 month-ending,Percent with drugs specified,96.6423357664,100,0.0041883062,
NV,Nevada,2016,March,12 month-ending,Percent with drugs specified,96.8069666183,100,0.0041734485,
NV,Nevada,2016,April,12 month-ending,Percent with drugs specified,97.2181551977,100,0,
NV,Nevada,2016,May,12 month-ending,Percent with drugs specified,96.6126656848,100,0,
NV,Nevada,2016,June,12 month-ending,Percent with drugs specified,96.6714905933,100,0,
NV,Nevada,2016,July,12 month-ending,Percent with drugs specified,96.8188105118,100,0,
NV,Nevada,2016,August,12 month-ending,Percent with drugs specified,96.7213114754,100,0,
NV,Nevada,2016,September,12 month-ending,Percent with drugs specified,96.9904240766,100,0,
NV,Nevada,2016,October,12 month-ending,Percent with drugs specified,97.1583220568,100,0,
NV,Nevada,2016,November,12 month-ending,Percent with drugs specified,97.256515775,100,0,
NV,Nevada,2016,December,12 month-ending,Percent with drugs specified,97.4540311174,100,0,
NV,Nevada,2017,January,12 month-ending,Percent with drugs specified,97.7304964539,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,February,12 month-ending,Percent with drugs specified,97.8479196557,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,March,12 month-ending,Percent with drugs specified,98.0141843972,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,April,12 month-ending,Percent with drugs specified,98.0309423347,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,May,12 month-ending,Percent with drugs specified,98.6225895317,100,0,*Likely underreported due to incomplete data
NV,Nevada,2015,January,12 month-ending,Psychostimulants with abuse potential (T43.6),152,100,0.0044210619,
NV,Nevada,2015,February,12 month-ending,Psychostimulants with abuse potential (T43.6),155,100,0.0044193035,
NV,Nevada,2015,March,12 month-ending,Psychostimulants with abuse potential (T43.6),156,100,0.0043876969,
NV,Nevada,2015,April,12 month-ending,Psychostimulants with abuse potential (T43.6),154,100,0.0043618599,
NV,Nevada,2015,May,12 month-ending,Psychostimulants with abuse potential (T43.6),153,100,0.0043414084,
NV,Nevada,2015,June,12 month-ending,Psychostimulants with abuse potential (T43.6),166,100,0.004305149,
NV,Nevada,2015,July,12 month-ending,Psychostimulants with abuse potential (T43.6),167,100,0.0043001505,
NV,Nevada,2015,August,12 month-ending,Psychostimulants with abuse potential (T43.6),179,100,0.0042826552,
NV,Nevada,2015,September,12 month-ending,Psychostimulants with abuse potential (T43.6),183,100,0.0042808219,
NV,Nevada,2015,October,12 month-ending,Psychostimulants with abuse potential (T43.6),180,100,0.0042749658,
NV,Nevada,2015,November,12 month-ending,Psychostimulants with abuse potential (T43.6),185,100,0.004254233,
NV,Nevada,2015,December,12 month-ending,Psychostimulants with abuse potential (T43.6),190,100,0.0042288662,
NV,Nevada,2016,January,12 month-ending,Psychostimulants with abuse potential (T43.6),193,100,0.0042423214,
NV,Nevada,2016,February,12 month-ending,Psychostimulants with abuse potential (T43.6),201,100,0.0041883062,
NV,Nevada,2016,March,12 month-ending,Psychostimulants with abuse potential (T43.6),207,100,0.0041734485,
NV,Nevada,2016,April,12 month-ending,Psychostimulants with abuse potential (T43.6),210,100,0,
NV,Nevada,2016,May,12 month-ending,Psychostimulants with abuse potential (T43.6),214,100,0,
NV,Nevada,2016,June,12 month-ending,Psychostimulants with abuse potential (T43.6),219,100,0,
NV,Nevada,2016,July,12 month-ending,Psychostimulants with abuse potential (T43.6),237,100,0,
NV,Nevada,2016,August,12 month-ending,Psychostimulants with abuse potential (T43.6),243,100,0,
NV,Nevada,2016,September,12 month-ending,Psychostimulants with abuse potential (T43.6),248,100,0,
NV,Nevada,2016,October,12 month-ending,Psychostimulants with abuse potential (T43.6),256,100,0,
NV,Nevada,2016,November,12 month-ending,Psychostimulants with abuse potential (T43.6),256,100,0,
NV,Nevada,2016,December,12 month-ending,Psychostimulants with abuse potential (T43.6),256,100,0,
NV,Nevada,2017,January,12 month-ending,Psychostimulants with abuse potential (T43.6),252,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,February,12 month-ending,Psychostimulants with abuse potential (T43.6),258,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,March,12 month-ending,Psychostimulants with abuse potential (T43.6),261,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,April,12 month-ending,Psychostimulants with abuse potential (T43.6),265,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,May,12 month-ending,Psychostimulants with abuse potential (T43.6),282,100,0,*Likely underreported due to incomplete data
NV,Nevada,2015,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",31,100,0.0044210619,
NV,Nevada,2015,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",30,100,0.0044193035,
NV,Nevada,2015,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",30,100,0.0043876969,
NV,Nevada,2015,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",29,100,0.0043618599,
NV,Nevada,2015,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",28,100,0.0043414084,
NV,Nevada,2015,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",30,100,0.004305149,
NV,Nevada,2015,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",30,100,0.0043001505,
NV,Nevada,2015,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",35,100,0.0042826552,
NV,Nevada,2015,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",36,100,0.0042808219,
NV,Nevada,2015,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",37,100,0.0042749658,
NV,Nevada,2015,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",35,100,0.004254233,
NV,Nevada,2015,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",36,100,0.0042288662,
NV,Nevada,2016,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",37,100,0.0042423214,
NV,Nevada,2016,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",38,100,0.0041883062,
NV,Nevada,2016,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",39,100,0.0041734485,
NV,Nevada,2016,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",43,100,0,
NV,Nevada,2016,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",46,100,0,
NV,Nevada,2016,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",44,100,0,
NV,Nevada,2016,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",47,100,0,
NV,Nevada,2016,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",50,100,0,
NV,Nevada,2016,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",52,100,0,
NV,Nevada,2016,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",50,100,0,
NV,Nevada,2016,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",52,100,0,
NV,Nevada,2016,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",50,100,0,
NV,Nevada,2017,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",48,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",53,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",51,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",50,100,0,*Likely underreported due to incomplete data
NV,Nevada,2017,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",50,100,0,*Likely underreported due to incomplete data
NY,New York,2015,January,12 month-ending,Cocaine (T40.5),277,100,0.2786842787,
NY,New York,2015,February,12 month-ending,Cocaine (T40.5),286,100,0.2946054244,
NY,New York,2015,March,12 month-ending,Cocaine (T40.5),307,100,0.3064820963,
NY,New York,2015,April,12 month-ending,Cocaine (T40.5),335,100,0.3073791349,
NY,New York,2015,May,12 month-ending,Cocaine (T40.5),330,100,0.3133238694,
NY,New York,2015,June,12 month-ending,Cocaine (T40.5),326,100,0.3090328791,
NY,New York,2015,July,12 month-ending,Cocaine (T40.5),329,100,0.3223394366,
NY,New York,2015,August,12 month-ending,Cocaine (T40.5),335,100,0.3377560897,
NY,New York,2015,September,12 month-ending,Cocaine (T40.5),340,100,0.3532999829,
NY,New York,2015,October,12 month-ending,Cocaine (T40.5),345,100,0.37075739,
NY,New York,2015,November,12 month-ending,Cocaine (T40.5),352,100,0.3952688736,
NY,New York,2015,December,12 month-ending,Cocaine (T40.5),354,100,0.4051748649,
NY,New York,2016,January,12 month-ending,Cocaine (T40.5),366,100,0.4070237158,
NY,New York,2016,February,12 month-ending,Cocaine (T40.5),377,100,0.3981651564,
NY,New York,2016,March,12 month-ending,Cocaine (T40.5),379,100,0.4045998785,
NY,New York,2016,April,12 month-ending,Cocaine (T40.5),384,100,0.4121374478,
NY,New York,2016,May,12 month-ending,Cocaine (T40.5),398,100,0.4217581851,
NY,New York,2016,June,12 month-ending,Cocaine (T40.5),427,100,0.441046145,
NY,New York,2016,July,12 month-ending,Cocaine (T40.5),450,100,0.4502416056,
NY,New York,2016,August,12 month-ending,Cocaine (T40.5),478,100,0.4546062308,
NY,New York,2016,September,12 month-ending,Cocaine (T40.5),491,100,0.4660521075,
NY,New York,2016,October,12 month-ending,Cocaine (T40.5),506,100,0.4645391525,
NY,New York,2016,November,12 month-ending,Cocaine (T40.5),523,100,0.4609798882,
NY,New York,2016,December,12 month-ending,Cocaine (T40.5),548,100,0.4788903513,
NY,New York,2017,January,12 month-ending,Cocaine (T40.5),554,100,0.5342948621,*Likely underreported due to incomplete data
NY,New York,2017,February,12 month-ending,Cocaine (T40.5),559,100,0.6028537095,*Likely underreported due to incomplete data
NY,New York,2017,March,12 month-ending,Cocaine (T40.5),564,100,0.6833297901,*Likely underreported due to incomplete data
NY,New York,2017,April,12 month-ending,Cocaine (T40.5),556,100,0.7782456496,*Likely underreported due to incomplete data
NY,New York,2017,May,12 month-ending,Cocaine (T40.5),550,100,0.9304543702,*Likely underreported due to incomplete data
NY,New York,2015,January,12 month-ending,Heroin (T40.1),544,100,0.2786842787,
NY,New York,2015,February,12 month-ending,Heroin (T40.1),544,100,0.2946054244,
NY,New York,2015,March,12 month-ending,Heroin (T40.1),553,100,0.3064820963,
NY,New York,2015,April,12 month-ending,Heroin (T40.1),569,100,0.3073791349,
NY,New York,2015,May,12 month-ending,Heroin (T40.1),594,100,0.3133238694,
NY,New York,2015,June,12 month-ending,Heroin (T40.1),593,100,0.3090328791,
NY,New York,2015,July,12 month-ending,Heroin (T40.1),604,100,0.3223394366,
NY,New York,2015,August,12 month-ending,Heroin (T40.1),630,100,0.3377560897,
NY,New York,2015,September,12 month-ending,Heroin (T40.1),655,100,0.3532999829,
NY,New York,2015,October,12 month-ending,Heroin (T40.1),652,100,0.37075739,
NY,New York,2015,November,12 month-ending,Heroin (T40.1),663,100,0.3952688736,
NY,New York,2015,December,12 month-ending,Heroin (T40.1),660,100,0.4051748649,
NY,New York,2016,January,12 month-ending,Heroin (T40.1),682,100,0.4070237158,
NY,New York,2016,February,12 month-ending,Heroin (T40.1),704,100,0.3981651564,
NY,New York,2016,March,12 month-ending,Heroin (T40.1),728,100,0.4045998785,
NY,New York,2016,April,12 month-ending,Heroin (T40.1),739,100,0.4121374478,
NY,New York,2016,May,12 month-ending,Heroin (T40.1),733,100,0.4217581851,
NY,New York,2016,June,12 month-ending,Heroin (T40.1),756,100,0.441046145,
NY,New York,2016,July,12 month-ending,Heroin (T40.1),769,100,0.4502416056,
NY,New York,2016,August,12 month-ending,Heroin (T40.1),768,100,0.4546062308,
NY,New York,2016,September,12 month-ending,Heroin (T40.1),772,100,0.4660521075,
NY,New York,2016,October,12 month-ending,Heroin (T40.1),773,100,0.4645391525,
NY,New York,2016,November,12 month-ending,Heroin (T40.1),774,100,0.4609798882,
NY,New York,2016,December,12 month-ending,Heroin (T40.1),785,100,0.4788903513,
NY,New York,2017,January,12 month-ending,Heroin (T40.1),773,100,0.5342948621,*Likely underreported due to incomplete data
NY,New York,2017,February,12 month-ending,Heroin (T40.1),768,100,0.6028537095,*Likely underreported due to incomplete data
NY,New York,2017,March,12 month-ending,Heroin (T40.1),757,100,0.6833297901,*Likely underreported due to incomplete data
NY,New York,2017,April,12 month-ending,Heroin (T40.1),739,100,0.7782456496,*Likely underreported due to incomplete data
NY,New York,2017,May,12 month-ending,Heroin (T40.1),727,100,0.9304543702,*Likely underreported due to incomplete data
NY,New York,2015,January,12 month-ending,Methadone (T40.3),126,100,0.2786842787,
NY,New York,2015,February,12 month-ending,Methadone (T40.3),121,100,0.2946054244,
NY,New York,2015,March,12 month-ending,Methadone (T40.3),115,100,0.3064820963,
NY,New York,2015,April,12 month-ending,Methadone (T40.3),126,100,0.3073791349,
NY,New York,2015,May,12 month-ending,Methadone (T40.3),126,100,0.3133238694,
NY,New York,2015,June,12 month-ending,Methadone (T40.3),120,100,0.3090328791,
NY,New York,2015,July,12 month-ending,Methadone (T40.3),120,100,0.3223394366,
NY,New York,2015,August,12 month-ending,Methadone (T40.3),120,100,0.3377560897,
NY,New York,2015,September,12 month-ending,Methadone (T40.3),125,100,0.3532999829,
NY,New York,2015,October,12 month-ending,Methadone (T40.3),119,100,0.37075739,
NY,New York,2015,November,12 month-ending,Methadone (T40.3),118,100,0.3952688736,
